time,open,high,low,close,volume
2025-06-30 06:26:00,2498.94,2498.95,2498.94,2498.95,0.01571912
2025-06-30 06:27:00,2498.94,2498.95,2498.94,2498.95,0.02363036
2025-06-30 06:28:00,2498.94,2498.94,2498.94,2498.94,1.29835971
2025-06-30 06:29:00,2498.95,2498.95,2498.95,2498.95,0.00566179
2025-06-30 06:30:00,2498.95,2498.95,2498.83,2498.95,37.69312367
2025-06-30 06:31:00,2499.0,2499.65,2499.0,2499.65,2.78655394
2025-06-30 06:32:00,2500.02,2500.06,2500.02,2500.06,0.57455625
2025-06-30 06:33:00,2500.29,2500.63,2500.29,2500.63,0.02325301
2025-06-30 06:34:00,2500.66,2500.66,2500.66,2500.66,0.00389192
2025-06-30 06:35:00,2500.65,2500.65,2500.65,2500.65,0.19980502
2025-06-30 06:36:00,2500.65,2500.65,2500.65,2500.65,0.09308385
2025-06-30 06:37:00,2499.01,2499.01,2499.0,2499.0,1.56448051
2025-06-30 06:38:00,2499.0,2499.0,2498.84,2498.84,168.39571664
2025-06-30 06:39:00,2495.08,2495.26,2494.57,2495.26,5.88177596
2025-06-30 06:40:00,2494.73,2494.73,2490.0,2490.0,7.87147389
2025-06-30 06:41:00,2490.0,2490.0,2485.87,2488.34,104.40377676
2025-06-30 06:42:00,2486.31,2486.4,2483.5,2483.5,18.94327818
2025-06-30 06:43:00,2484.66,2486.14,2484.32,2486.14,6.28221091
2025-06-30 06:44:00,2486.14,2486.14,2486.14,2486.14,0.0
2025-06-30 06:45:00,2485.68,2485.68,2482.47,2482.83,10.14474434
2025-06-30 06:46:00,2481.83,2481.83,2475.67,2477.59,175.55816222
2025-06-30 06:47:00,2477.34,2477.35,2473.42,2474.42,12.10540203
2025-06-30 06:48:00,2475.07,2477.6,2475.07,2477.52,3.82960605
2025-06-30 06:49:00,2477.41,2477.41,2465.61,2466.26,89.96890435
2025-06-30 06:50:00,2466.66,2466.66,2463.74,2463.74,4.42298588
2025-06-30 06:51:00,2463.73,2465.74,2458.54,2460.02,51.13714438
2025-06-30 06:52:00,2462.17,2467.78,2462.17,2467.54,10.79843805
2025-06-30 06:53:00,2467.53,2467.78,2467.53,2467.53,10.32971756
2025-06-30 06:54:00,2466.11,2467.45,2465.23,2466.54,0.77166962
2025-06-30 06:55:00,2466.03,2467.38,2466.03,2467.38,0.22326107
2025-06-30 06:56:00,2467.99,2467.99,2467.99,2467.99,0.008106
2025-06-30 06:57:00,2467.96,2467.96,2467.96,2467.96,0.57
2025-06-30 06:58:00,2467.96,2467.96,2466.82,2467.24,8.13692818
2025-06-30 06:59:00,2466.99,2466.99,2466.49,2466.49,0.2967587
2025-06-30 07:00:00,2466.09,2466.09,2463.72,2466.07,1.25567441
2025-06-30 07:01:00,2466.09,2469.23,2466.09,2468.39,5.63487427
2025-06-30 07:02:00,2466.49,2467.95,2465.84,2467.7,3.54658417
2025-06-30 07:03:00,2467.71,2467.71,2467.71,2467.71,0.20256935
2025-06-30 07:04:00,2468.08,2468.08,2467.53,2467.53,0.19166673
2025-06-30 07:05:00,2465.84,2465.84,2461.61,2461.61,2.1009414
2025-06-30 07:06:00,2463.08,2468.3,2463.08,2468.3,7.29845763
2025-06-30 07:07:00,2466.87,2466.87,2465.15,2465.15,0.38936986
2025-06-30 07:08:00,2465.16,2467.32,2465.15,2467.32,0.39351375
2025-06-30 07:09:00,2467.32,2468.56,2467.32,2468.56,1.05212497
2025-06-30 07:10:00,2469.74,2471.7,2469.74,2470.68,3.14867364
2025-06-30 07:11:00,2470.81,2470.81,2470.15,2470.15,12.02498932
2025-06-30 07:12:00,2469.31,2469.35,2469.14,2469.35,1.11237212
2025-06-30 07:13:00,2469.35,2471.26,2469.34,2471.26,0.73445125
2025-06-30 07:14:00,2471.84,2471.97,2471.84,2471.97,2.8077
2025-06-30 07:15:00,2470.85,2470.85,2469.34,2469.34,7.42759921
2025-06-30 07:16:00,2469.34,2469.35,2469.34,2469.35,0.1744006
2025-06-30 07:17:00,2471.97,2472.44,2471.97,2472.44,9.23476748
2025-06-30 07:18:00,2472.42,2473.27,2472.39,2473.27,0.4214436
2025-06-30 07:19:00,2474.08,2476.31,2474.07,2476.31,1.05611848
2025-06-30 07:20:00,2476.89,2476.89,2474.13,2474.13,0.63191711
2025-06-30 07:21:00,2475.01,2477.0,2475.01,2477.0,2.83689495
2025-06-30 07:22:00,2476.72,2476.86,2476.72,2476.85,0.52176925
2025-06-30 07:23:00,2475.46,2476.57,2475.46,2476.57,5.497046
2025-06-30 07:24:00,2476.57,2477.39,2476.57,2477.23,1.20351442
2025-06-30 07:25:00,2477.73,2477.78,2477.73,2477.78,2.95902079
2025-06-30 07:26:00,2477.69,2477.69,2477.69,2477.69,2.7981
2025-06-30 07:27:00,2476.95,2477.79,2476.95,2477.79,6.65300523
2025-06-30 07:28:00,2477.76,2477.77,2477.76,2477.77,0.63308676
2025-06-30 07:29:00,2477.76,2477.77,2476.84,2476.85,11.94209197
2025-06-30 07:30:00,2476.69,2476.69,2476.68,2476.69,2.85796233
2025-06-30 07:31:00,2476.68,2476.69,2476.01,2476.01,1.22149884
2025-06-30 07:32:00,2475.2,2475.32,2475.07,2475.07,2.89806931
2025-06-30 07:33:00,2475.24,2475.24,2475.01,2475.02,2.96163726
2025-06-30 07:34:00,2475.01,2475.01,2473.75,2473.75,5.18828971
2025-06-30 07:35:00,2473.76,2473.76,2473.76,2473.76,0.42239112
2025-06-30 07:36:00,2473.75,2473.76,2473.34,2473.34,0.05914191
2025-06-30 07:37:00,2473.76,2475.25,2473.75,2475.25,0.13604687
2025-06-30 07:38:00,2475.2,2475.2,2474.41,2474.41,2.25509524
